        * c:\users\hp\desktop\dc_to_dc_converter\dc_to_dc_converter.cir
        Transient Analysis  Thu Oct 06 23:33:39  2022
--------------------------------------------------------------------------------
Index   time            l1#branch       v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-8.17809e-16	-3.20999e-12	0.000000e+00	
1	1.000000e-10	-8.20670e-16	7.045758e-06	-8.41701e-03	
2	2.000000e-10	-8.21296e-16	7.079019e-06	-8.41603e-03	
3	4.000000e-10	-8.24542e-16	7.079333e-06	-8.41382e-03	
4	8.000000e-10	-8.45352e-16	7.079021e-06	-8.41096e-03	
5	1.600000e-09	-9.03040e-16	7.079332e-06	-8.40040e-03	
6	3.200000e-09	-9.91208e-16	7.079022e-06	-8.36147e-03	
7	6.400000e-09	-1.20528e-15	7.079332e-06	-7.96231e-03	
8	1.000000e-08	-1.47823e-15	7.079022e-06	-4.78768e-03	
9	1.008000e-08	-1.48348e-15	4.171964e-08	-4.16370e-08	
10	1.024000e-08	-1.49442e-15	-4.12342e-08	4.131686e-08	
11	1.056000e-08	-1.51992e-15	4.098410e-08	-4.08250e-08	
12	1.120000e-08	-1.57734e-15	-4.08692e-08	4.074846e-08	
13	1.248000e-08	-1.64916e-15	4.080225e-08	-4.09592e-08	
14	1.504000e-08	-1.49849e-15	-4.07784e-08	4.061826e-08	
15	2.016000e-08	-3.68303e-16	4.075691e-08	-4.07652e-08	
16	3.016000e-08	2.670342e-15	-4.07556e-08	4.075414e-08	
17	4.016000e-08	5.663682e-15	4.074145e-08	-4.07429e-08	
18	5.016000e-08	8.543018e-15	-4.07401e-08	4.073868e-08	
19	6.016000e-08	1.130827e-14	4.072599e-08	-4.07275e-08	
20	7.016000e-08	1.395937e-14	-4.07247e-08	4.072323e-08	
21	8.016000e-08	1.649624e-14	4.071054e-08	-4.07120e-08	
22	9.016000e-08	1.891882e-14	-4.07092e-08	4.070778e-08	
23	1.001600e-07	2.122706e-14	4.069509e-08	-4.06966e-08	
24	1.101600e-07	2.342090e-14	-4.06938e-08	4.069233e-08	
25	1.201600e-07	2.550029e-14	4.067965e-08	-4.06811e-08	
26	1.301600e-07	2.746519e-14	-4.06784e-08	4.067690e-08	
27	1.401600e-07	2.931556e-14	4.066422e-08	-4.06657e-08	
28	1.501600e-07	3.105135e-14	-4.06629e-08	4.066147e-08	
29	1.601600e-07	3.267255e-14	4.064879e-08	-4.06503e-08	
30	1.701600e-07	3.417913e-14	-4.06475e-08	4.064604e-08	
31	1.801600e-07	3.557106e-14	4.063337e-08	-4.06348e-08	
32	1.901600e-07	3.684834e-14	-4.06321e-08	4.063062e-08	
33	2.001600e-07	3.801094e-14	4.061795e-08	-4.06194e-08	
34	2.101600e-07	3.905887e-14	-4.06167e-08	4.061521e-08	
35	2.201600e-07	3.999212e-14	4.060254e-08	-4.06040e-08	
36	2.301600e-07	4.081070e-14	-4.06013e-08	4.059980e-08	
37	2.401600e-07	4.151461e-14	4.058714e-08	-4.05886e-08	
38	2.501600e-07	4.210386e-14	-4.05859e-08	4.058440e-08	
39	2.601600e-07	4.257848e-14	4.057174e-08	-4.05732e-08	
40	2.701600e-07	4.293849e-14	-4.05705e-08	4.056900e-08	
41	2.801600e-07	4.318390e-14	4.055634e-08	-4.05578e-08	
42	2.901600e-07	4.331477e-14	-4.05551e-08	4.055361e-08	
43	3.001600e-07	4.333111e-14	4.054096e-08	-4.05424e-08	
44	3.101600e-07	4.323298e-14	-4.05397e-08	4.053823e-08	
45	3.201600e-07	4.302041e-14	4.052558e-08	-4.05270e-08	
46	3.301600e-07	4.269347e-14	-4.05243e-08	4.052285e-08	
47	3.401600e-07	4.225220e-14	4.051020e-08	-4.05117e-08	
48	3.501600e-07	4.169667e-14	-4.05089e-08	4.050748e-08	
49	3.601600e-07	4.102694e-14	4.049483e-08	-4.04963e-08	
50	3.701600e-07	4.024308e-14	-4.04936e-08	4.049211e-08	
51	3.801600e-07	3.934516e-14	4.047947e-08	-4.04809e-08	
52	3.901600e-07	3.833326e-14	-4.04782e-08	4.047675e-08	
53	4.001600e-07	3.720747e-14	4.046411e-08	-4.04656e-08	
54	4.101600e-07	3.596787e-14	-4.04629e-08	4.046140e-08	

Index   time            l1#branch       v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	4.201600e-07	3.461456e-14	4.044876e-08	-4.04502e-08	
56	4.301600e-07	3.314763e-14	-4.04475e-08	4.044605e-08	
57	4.401600e-07	3.156719e-14	4.043341e-08	-4.04349e-08	
58	4.501600e-07	2.987334e-14	-4.04322e-08	4.043070e-08	
59	4.601600e-07	2.806620e-14	4.041807e-08	-4.04195e-08	
60	4.701600e-07	2.614588e-14	-4.04168e-08	4.041536e-08	
61	4.801600e-07	2.411250e-14	4.040273e-08	-4.04042e-08	
62	4.901600e-07	2.196619e-14	-4.04015e-08	4.040003e-08	
63	5.001600e-07	1.970707e-14	4.038741e-08	-4.03889e-08	
64	5.101600e-07	1.733529e-14	-4.03862e-08	4.038471e-08	
65	5.201600e-07	1.485099e-14	4.037208e-08	-4.03735e-08	
